id;miejsce;id_zawodnika;wynik_I_serii;wynik_II_serii;nota;id_zawodow
2581;12;154;122,00;118,00;246,90;89
2582;13;151;119,00;119,50;244,20;89
2583;14;13;118,50;120,50;243,60;89
2584;15;21;118,50;118,50;240,00;89
2585;16;71;122,00;115,50;239,90;89
2586;17;65;120,50;114,50;235,90;89
2587;18;244;122,50;110,00;230,90;89
2588;19;135;118,00;113,00;228,70;89
2589;20;226;123,50;118,50;227,50;89
2590;21;115;116,00;114,50;225,80;89
2591;22;42;117,50;113,50;225,70;89
2592;23;88;115,50;114,50;224,90;89
2593;24;67;118,00;112,00;223,90;89
2594;25;11;112,50;116,50;222,10;89
2595;26;132;118,00;111,50;222,00;89
2596;27;93;112,50;114,00;220,60;89
2597;28;212;115,50;111,50;218,00;89
2598;29;144;116,00;110,00;215,70;89
2599;30;209;112,00;109,00;207,20;89
2600;1;183;127,50;126,50;259,70;90
2601;2;133;125,00;124,50;252,60;90
2602;3;70;124,50;123,00;245,00;90
2603;4;3;120,00;125,00;243,00;90
2604;5;5;120,50;124,00;242,10;90
2605;6;111;123,50;121,50;240,00;90
2606;7;13;117,50;126,50;239,70;90
2607;8;85;117,00;126,00;236,90;90
2608;9;154;125,50;116,50;235,10;90
2609;10;210;119,00;122,00;232,30;90
2610;11;108;121,00;117,00;229,90;90
2611;12;170;116,00;120,50;223,70;90
2612;13;244;117,00;117,50;219,60;90
2613;13;212;116,00;118,50;219,60;90
2614;15;197;115,00;119,00;218,70;90
2615;16;21;115,50;117,50;218,40;90
2616;17;135;115,00;116,50;214,20;90
2617;18;71;113,50;118,00;213,20;90
2618;19;68;113,00;117,00;211,50;90
2619;20;65;112,00;116,50;208,80;90
2620;21;115;114,00;115,00;208,70;90
2621;22;11;112,50;115,50;206,90;90
2622;23;76;111,50;116,50;206,90;90
2623;23;171;119,00;109,50;206,80;90
2624;25;67;118,50;110,00;206,30;90
2625;26;114;113,50;112,50;205,30;90
2626;27;123;111,50;115,50;205,10;90
2627;28;93;110,50;114,00;201,10;90
2628;29;57;116,00;107,00;198,40;90
2629;1;133;136,50;134,50;291,80;91
2630;2;5;135,00;133,00;283,40;91
2631;2;183;135,00;133,00;283,40;91
2632;4;85;135,50;126,50;272,10;91
2633;5;71;132,00;128,50;269,40;91
2634;6;68;130,00;129,50;266,10;91
2635;7;3;132,50;125,50;263,90;91
2636;8;13;131,00;126,50;262,00;91
2637;9;197;127,00;130,50;261,00;91
2638;10;115;128,50;128,00;260,70;91
2639;11;210;133,00;124,00;260,60;91
2640;12;154;130,50;125,50;258,30;91
2641;13;111;132,00;122,00;254,70;91
2642;14;135;126,00;128,50;254,10;91
2643;15;226;126,50;127,00;251,80;91
2644;16;108;133,00;117,50;251,40;91
2645;17;120;124,50;127,00;250,70;91
2646;18;132;126,00;125,00;247,80;91
2647;19;144;123,50;126,50;245,00;91
2648;20;93;123,50;124,00;244,00;91
2649;20;151;120,50;127,00;244,00;91
2650;22;244;125,00;122,00;242,10;91
2651;23;11;124,50;121,00;238,90;91
2652;24;123;123,00;119,50;234,00;91
2653;25;21;124,50;118,00;233,50;91
2654;26;57;124,00;117,00;231,30;91
2655;27;42;122,50;119,50;230,10;91
2656;28;70;121,50;118,00;225,60;91
2657;29;114;124,50;108,00;208,50;91
2658;30;171;126,00;74,00;142,00;91
2659;1;133;126,50;0,00;138,70;92
2660;2;5;130,00;0,00;137,00;92
2661;3;183;126,50;0,00;136,20;92
2662;4;111;124,00;0,00;130,70;92
2663;4;210;124,00;0,00;130,70;92
2664;6;151;123,00;0,00;129,90;92
2665;7;85;122,50;0,00;128,00;92
2666;8;3;119,00;0,00;123,20;92
2667;9;212;117,50;0,00;119,50;92
2668;10;154;117,00;0,00;118,60;92
2669;11;132;117,00;0,00;117,10;92
2670;12;13;115,50;0,00;115,90;92
2671;13;11;116,00;0,00;115,80;92
2672;13;68;116,00;0,00;115,80;92
2673;15;123;114,50;0,00;114,10;92
2674;16;108;114,50;0,00;113,60;92
2675;17;65;113,50;0,00;111,30;92
2676;18;114;113,00;0,00;109,90;92
2677;19;57;112,00;0,00;108,60;92
2678;20;24;112,00;0,00;108,10;92
2679;21;93;111,00;0,00;107,30;92
2680;22;135;111,50;0,00;107,20;92
2681;23;209;110,50;0,00;106,40;92
2682;24;197;111,00;0,00;106,30;92
2683;25;226;111,00;0,00;105,80;92
2684;26;171;110,50;0,00;104,90;92
2685;27;88;110,00;0,00;103,50;92
2686;28;55;109,00;0,00;103,20;92
2687;29;221;110,00;0,00;103,00;92
2688;30;120;109,50;0,00;102,60;92
2689;1;3;144,50;142,00;318,70;93
2690;2;70;138,50;126,50;275,50;93
2691;3;77;139,00;123,50;274,00;93
2692;4;68;140,50;123,50;273,70;93
2693;5;154;128,50;133,00;270,70;93
2694;6;108;132,50;129,00;268,70;93
2695;7;133;137,00;123,00;267,50;93
2696;8;226;125,00;128,00;252,90;93
2697;9;236;130,00;118,50;246,80;93
2698;10;151;128,50;116,00;239,10;93
2699;11;210;124,00;120,00;234,70;93
2700;12;152;131,00;111,50;232,50;93
2701;13;181;123,50;118,50;231,60;93
2702;14;93;125,50;116,00;230,20;93
2703;15;131;131,50;104,50;217,80;93
2704;16;13;127,00;107,00;216,70;93
2705;17;135;124,50;108,50;215,90;93
2706;18;183;120,50;109,50;207,00;93
2707;19;136;123,50;105,00;205,30;93
2708;20;244;116,50;113,00;205,10;93
2709;21;65;123,00;105,50;204,80;93
2710;22;170;115,50;112,50;203,90;93
2711;23;123;122,00;104,50;203,20;93
2712;24;31;117,50;110,50;202,90;93
2713;25;96;115,50;108,00;196,30;93
2714;26;192;122,00;102,00;196,20;93
2715;27;132;116,00;107,00;192,90;93
2716;28;5;122,50;98,00;185,40;93
2717;29;97;113,50;100,50;176,20;93
2718;30;99;116,00;96,50;173,00;93
2719;1;3;143,00;143,00;308,30;94
2720;2;154;135,50;133,50;288,20;94
2721;3;93;129,00;137,50;282,20;94
2722;4;68;130,00;135,00;277,50;94
2723;5;236;128,00;131,50;267,10;94
2724;6;108;129,50;131,00;266,40;94
2725;7;77;131,00;125,00;261,30;94
2726;8;133;126,00;130,00;260,80;94
2727;9;70;124,50;131,00;257,90;94
2728;10;152;123,50;130,00;254,80;94
2729;11;226;122,50;130,50;253,40;94
2730;12;88;130,50;121,50;252,60;94
2731;13;183;117,50;129,00;239,20;94
2732;14;181;117,50;123,50;229,80;94
2733;15;135;120,50;122,00;228,50;94
2734;16;31;116,50;120,00;221,20;94
2735;17;49;126,00;119,50;218,40;94
2736;18;210;123,00;112,00;217,50;94
2737;19;136;114,00;119,50;216,30;94
2738;20;111;120,00;114,00;213,70;94
2739;21;67;115,50;116,50;213,60;94
2740;22;13;114,50;117,50;211,60;94
2741;23;99;125,50;105,00;210,40;94
2742;24;170;112,50;117,00;207,60;94
2743;25;212;113,50;113,50;202,10;94
2744;26;151;125,00;100,50;201,40;94
2745;27;132;113,50;113,00;200,70;94
2746;28;55;114,00;108,00;193,10;94
2747;29;173;119,50;101,50;188,30;94
2748;30;144;114,00;105,50;187,10;94
2749;1;3;132,00;135,50;281,50;95
2750;2;93;130,50;133,00;277,30;95
2751;3;236;128,00;129,50;268,50;95
2752;4;133;129,50;129,00;265,80;95
2753;5;154;129,50;125,00;262,10;95
2754;6;68;127,50;130,50;261,90;95
2755;7;21;125,50;127,50;254,90;95
2756;8;77;121,50;130,00;253,70;95
2757;9;135;125,50;127,00;251,00;95
2758;10;70;126,50;125,50;249,60;95
2759;11;5;125,00;124,50;249,10;95
2760;12;183;123,00;126,00;246,70;95
2761;13;210;129,00;118,50;244,50;95
2762;14;108;125,50;122,50;243,90;95
2763;15;136;122,00;124,50;242,70;95
2764;16;31;121,50;124,50;240,80;95
2765;17;76;123,50;121,00;235,60;95
2766;18;85;116,50;127,00;233,80;95
2767;19;152;119,50;122,50;230,60;95
2768;20;88;119,50;120,50;226,00;95
2769;21;226;122,00;117,50;225,60;95
2770;22;111;122,00;116,00;223,90;95
2771;23;162;122,00;116,00;221,40;95
2772;24;13;119,00;119,50;221,30;95
2773;25;244;118,00;118,50;220,20;95
2774;26;151;118,50;117,00;218,90;95
2775;27;123;116,00;119,00;217,50;95
2776;28;181;116,50;119,00;216,40;95
2777;29;170;114,50;113,00;203,00;95
2778;30;55;114,50;111,00;200,90;95
2779;1;3;123,00;124,50;246,50;96
2780;2;77;124,50;118,00;235,50;96
2781;3;236;117,00;126,50;235,30;96
2782;4;133;127,50;113,00;229,90;96
2783;5;68;113,50;124,50;225,90;96
2784;6;93;113,00;122,50;221,90;96
2785;7;136;109,50;122,00;211,70;96
2786;8;5;111,00;118,50;209,60;96
2787;9;108;112,00;116,50;207,30;96
2788;10;31;113,50;113,00;202,70;96
2789;11;226;113,00;110,50;194,30;96
2790;12;57;106,50;115,00;193,20;96
2791;13;135;106,50;114,00;191,90;96
2792;14;70;110,50;107,50;183,40;96
2793;15;21;106,00;108,50;178,60;96
2794;16;151;102,50;109,00;174,70;96
2795;17;111;101,00;109,50;170,40;96
2796;18;154;110,50;98,50;165,20;96
2797;19;114;106,00;101,50;164,00;96
2798;20;212;106,50;100,50;163,10;96
2799;21;123;105,00;98,50;153,30;96
2800;22;13;98,50;99,00;143,00;96
2801;23;152;103,00;92,50;138,90;96
2802;24;99;99,50;95,00;137,10;96
2803;25;210;100,50;93,00;135,30;96
2804;26;162;101,50;92,00;134,30;96
2805;27;183;107,00;82,00;121,20;96
2806;28;76;104,50;83,50;118,90;96
2807;29;85;100,50;76,00;97,70;96
2808;30;171;98,00;72,00;85,00;96
2809;1;136;143,00;136,00;284,20;97
2810;2;3;141,00;136,50;279,00;97
2811;3;210;135,00;141,00;278,80;97
2812;4;93;136,50;137,00;278,30;97
2813;5;133;140,50;133,50;277,20;97
2814;6;21;134,50;139,50;276,20;97
2815;7;68;133,50;140,00;275,80;97
2816;8;135;136,00;136,50;273,50;97
2817;9;77;134,00;137,00;271,30;97
2818;10;88;129,50;140,00;266,60;97
2819;11;108;133,50;135,00;264,80;97
2820;12;123;131,00;134,50;261,40;97
2821;13;154;131,50;134,50;261,30;97
2822;14;236;138,50;125,50;258,20;97
2823;15;5;139,50;125,00;257,60;97
2824;15;183;133,00;131,50;257,60;97
2825;17;70;131,50;134,00;257,40;97
2826;18;31;130,00;128,00;243,90;97
2827;19;76;131,50;126,00;242,50;97
2828;20;171;127,00;129,50;242,20;97
2829;21;212;129,50;124,00;237,30;97
2830;22;162;128,00;127,00;233,50;97
2831;23;152;131,50;119,50;229,30;97
2832;24;244;125,00;125,00;228,00;97
2833;25;57;126,00;123,50;227,10;97
2834;26;226;130,00;119,50;226,60;97
2835;27;96;125,50;123,50;226,20;97
2836;28;85;129,50;119,50;223,20;97
2837;29;151;126,00;116,00;214,10;97
2838;30;99;124,00;117,00;211,80;97
2839;1;3;140,00;141,00;288,80;98
2840;2;133;138,00;140,50;287,30;98
2841;3;93;140,00;136,50;284,20;98
2842;4;77;138,50;132,00;269,40;98
2843;5;108;136,50;133,00;267,60;98
2844;6;236;134,50;134,50;266,70;98
2845;7;154;134,50;132,50;263,60;98
2846;8;210;137,00;129,50;261,20;98
2847;9;21;130,00;136,50;260,70;98
2848;10;88;133,00;132,50;258,40;98
2849;11;136;133,00;133,00;258,30;98
2850;12;68;135,50;126,50;252,60;98
2851;13;135;134,50;126,50;251,80;98
2852;14;5;129,50;131,00;249,90;98
2853;14;123;128,00;132,50;249,90;98
2854;16;171;128,50;131,00;244,10;98
2855;17;70;130,00;127,50;242,00;98
2856;18;162;130,00;125,00;233,50;98
2857;19;57;125,00;127,00;230,10;98
2858;20;183;124,00;125,50;226,10;98
2859;21;152;125,00;125,00;226,00;98
2860;22;111;125,00;123,50;225,30;98
2861;23;31;126,00;122,00;223,90;98
2862;24;85;129,00;119,50;223,80;98
2863;25;212;126,50;120,50;222,10;98
2864;26;200;127,50;119,00;220,20;98
2865;26;96;126,00;120,50;220,20;98
2866;28;114;125,00;121,00;219,30;98
2867;29;226;125,00;122,00;219,10;98
2868;30;151;124,50;121,00;217,40;98
2869;1;3;141,00;137,50;279,30;99
2870;2;154;136,50;137,50;278,20;99
2871;3;93;139,00;134,50;277,80;99
2872;4;77;136,50;137,00;277,30;99
2873;5;236;136,00;134,00;272,00;99
2874;6;68;137,00;132,00;267,70;99
2875;7;133;135,50;130,50;263,80;99
2876;8;136;134,00;135,00;262,70;99
2877;9;88;131,00;134,00;261,00;99
2878;10;108;127,00;132,00;250,20;99
2879;11;21;127,00;127,00;240,20;99
2880;12;226;126,50;125,00;232,20;99
2881;13;183;123,50;125,00;226,30;99
2882;14;210;123,00;125,00;224,90;99
2883;15;135;122,50;124,00;223,70;99
2884;16;70;120,50;126,00;221,70;99
2885;17;123;124,00;120,00;218,70;99
2886;18;138;121,00;123,00;217,70;99
2887;19;212;119,50;121,00;212,90;99
2888;20;152;120,00;121,00;212,80;99
2889;20;181;123,00;118,00;212,80;99
2890;22;31;123,50;116,00;210,10;99
2891;23;76;119,00;120,00;208,70;99
2892;24;144;119,00;120,00;208,20;99
2893;25;5;117,00;114,50;196,20;99
2894;26;162;118,50;117,00;194,90;99
2895;27;57;115,00;114,50;191,60;99
2896;28;198;117,50;112,50;190,50;99
2897;29;131;114,00;114,50;188,80;99
2898;30;200;113,00;110,50;178,30;99
2899;1;3;134,00;135,00;260,70;100
2900;2;93;133,50;130,00;260,30;100
2901;3;77;130,00;133,50;258,30;100
2902;4;133;128,00;134,50;256,50;100
2903;5;136;122,50;133,00;242,40;100
2904;6;68;121,50;129,00;231,90;100
2905;7;210;121,50;123,50;221,00;100
2906;8;21;122,00;122,00;219,20;100
2907;9;226;122,00;121,00;217,90;100
2908;10;183;121,50;118,50;213,00;100
2909;11;135;120,50;118,00;210,30;100
2910;12;70;114,50;124,50;208,20;100
2911;13;5;113,50;123,50;207,10;100
2912;14;131;113,00;124,00;205,60;100
2913;15;171;120,00;114,00;202,20;100
2914;16;212;114,50;120,50;202,00;100
2915;16;244;111,00;124,00;202,00;100
2916;18;152;113,00;121,50;201,60;100
2917;19;151;112,00;121,50;199,80;100
2918;20;111;114,00;118,50;199,00;100
2919;21;123;116,50;115,00;198,20;100
2920;22;154;118,50;114,00;197,50;100
2921;23;162;113,50;118,50;192,60;100
2922;24;88;120,50;110,00;192,40;100
2923;25;108;117,50;111,50;190,70;100
2924;25;31;115,50;113,50;190,70;100
2925;27;138;115,00;113,50;188,80;100
2926;28;85;112,00;115,00;185,60;100
2927;29;76;114,50;111,50;183,80;100
2928;30;236;117,50;107,00;183,10;100
2929;1;3;127,00;133,50;268,40;101
2930;2;133;116,00;140,00;258,80;101
2931;3;136;124,50;129,00;253,80;101
2932;4;88;125,00;125,00;247,50;101
2933;5;77;123,00;126,00;245,70;101
2934;6;68;122,50;126,50;244,70;101
2935;7;31;116,50;133,00;243,10;101
2936;8;226;118,00;131,00;242,70;101
2937;9;93;120,00;127,50;242,00;101
2938;10;231;117,50;130,50;239,90;101
2939;11;154;123,00;122,00;238,50;101
2940;12;98;116,50;130,50;238,10;101
2941;13;49;119,50;126,50;236,80;101
2942;14;138;115,50;129,00;235,10;101
2943;15;108;121,00;123,00;234,20;101
2944;16;162;117,00;129,50;229,70;101
2945;17;21;120,00;122,00;228,60;101
2946;18;135;122,00;118,50;226,40;101
2947;19;144;118,50;121,00;223,10;101
2948;20;111;117,50;120,00;221,50;101
2949;21;210;114,00;121,00;216,50;101
2950;22;5;115,00;119,50;216,10;101
2951;23;85;114,00;119,50;211,80;101
2952;24;212;114,50;115,50;205,00;101
2953;25;123;111,50;117,50;204,70;101
2954;26;152;113,50;113,50;201,60;101
2955;27;18;107,50;105,50;173,40;101
2956;28;35;105,50;107,00;170,50;101
2957;29;6;102,00;109,50;167,70;101
2958;30;172;101,50;106,50;161,90;101
2959;1;3;124,00;128,00;260,10;102
2960;2;154;119,50;122,50;254,10;102
2961;3;210;120,50;118,50;247,20;102
2962;4;77;116,00;121,50;243,00;102
2963;5;226;118,50;116,00;236,60;102
2964;6;93;118,00;114,00;233,10;102
2965;7;136;117,00;115,00;232,60;102
2966;7;133;115,00;117,00;232,60;102
2967;9;236;117,50;115,00;229,50;102
2968;10;88;115,00;114,50;228,10;102
2969;11;68;111,50;118,50;228,00;102
2970;12;138;113,00;117,00;227,50;102
2971;13;171;112,00;116,50;225,30;102
2972;14;123;114,50;114,00;224,80;102
2973;15;108;110,50;117,00;223,00;102
2974;16;212;113,50;111,50;217,00;102
2975;17;170;112,50;110,50;214,90;102
2976;17;57;111,50;111,50;214,90;102
2977;19;231;109,50;109,00;205,30;102
2978;20;98;108,00;111,50;205,10;102
2979;21;71;108,00;110,00;203,40;102
2980;22;70;109,00;109,50;201,80;102
2981;23;162;112,00;109,50;201,70;102
2982;24;135;109,50;106,50;201,30;102
2983;25;21;108,50;107,50;199,30;102
2984;26;85;109,50;106,50;198,80;102
2985;27;197;105,00;106,50;190,70;102
2986;28;181;108,00;104,50;190,00;102
2987;29;183;107,00;104,00;188,80;102
2988;30;209;107,00;99,00;180,30;102
2989;1;3;128,50;120,00;243,80;103
2990;2;136;123,50;120,00;236,80;103
2991;3;93;122,00;118,00;232,50;103
2992;4;154;112,50;127,50;229,00;103
2993;5;77;118,50;121,50;228,50;103
2994;6;236;115,00;123,50;227,30;103
2995;7;197;117,00;119,50;223,70;103
2996;8;226;120,50;115,50;220,30;103
2997;9;71;113,00;122,50;219,90;103
2998;10;85;117,50;117,50;218,50;103
2999;11;88;114,00;120,50;217,60;103
3000;12;31;118,50;116,00;216,60;103
3001;13;133;117,50;114,50;215,60;103
3002;14;34;113,50;121,50;215,00;103
3003;15;123;119,00;114,00;214,90;103
3004;16;212;121,00;112,50;214,30;103
3005;17;210;117,50;112,50;208,50;103
3006;18;131;117,50;113,00;207,90;103
3007;19;68;119,00;110,50;207,10;103
3008;20;108;113,00;114,50;204,00;103
3009;21;13;114,00;113,00;202,60;103
3010;22;231;117,00;111,50;201,30;103
3011;23;171;126,00;100,50;200,70;103
3012;24;111;112,50;113,50;199,80;103
3013;25;152;112,50;113,00;197,90;103
3014;26;135;108,50;112,50;186,80;103
3015;27;200;110,00;108,00;183,40;103
3016;28;138;103,50;112,00;178,40;103
3017;29;151;110,50;102,50;175,40;103
3018;30;55;107,50;103,50;172,80;103
3019;1;77;135,00;137,50;277,00;104
3020;2;3;132,00;140,50;271,00;104
3021;3;88;127,00;143,00;269,50;104
3022;4;93;132,00;134,50;265,20;104
3023;5;154;130,50;135,00;263,90;104
3024;6;133;130,00;136,50;262,70;104
3025;7;136;132,50;134,50;262,10;104
3026;8;210;128,00;135,50;256,30;104
3027;9;171;125,50;136,50;252,10;104
3028;10;108;128,50;129,50;245,90;104
3029;11;135;125,00;132,00;245,10;104
3030;12;68;127,50;130,50;242,40;104
3031;13;226;125,00;130,50;239,40;104
3032;14;231;123,50;126,50;227,50;104
3033;15;49;125,00;125,50;227,40;104
3034;16;236;121,00;127,00;226,40;104
3035;17;212;122,00;124,50;219,20;104
3036;18;13;121,50;123,00;216,60;104
3037;19;152;120,00;123,00;215,40;104
3038;20;123;120,00;123,50;214,80;104
3039;21;181;120,00;123,50;214,30;104
3040;22;131;121,50;121,50;212,40;104
3041;23;198;121,50;122,00;211,80;104
3042;24;144;120,50;121,50;210,10;104
3043;25;70;121,00;121,00;208,10;104
3044;26;21;116,00;121,00;201,60;104
3045;27;57;119,50;123,50;193,40;104
3046;28;240;116,50;116,50;191,90;104
3047;29;71;114,00;118,00;190,60;104
3048;30;139;114,00;115,50;184,60;104
3049;1;3;135,00;152,00;279,10;105
3050;2;77;137,00;146,50;274,80;105
3051;3;123;136,50;141,00;267,50;105
3052;4;226;137,00;141,00;266,40;105
3053;5;93;135,00;136,00;255,30;105
3054;6;88;139,00;132,50;254,70;105
3055;7;5;133,00;136,50;250,10;105
3056;8;236;124,50;136,50;234,30;105
3057;9;136;126,50;133,00;230,10;105
3058;10;31;125,00;135,00;230,00;105
3059;11;152;125,00;133,00;227,40;105
3060;12;162;134,50;123,00;222,50;105
3061;13;108;119,50;135,00;221,10;105
3062;14;46;120,00;135,50;220,90;105
3063;15;135;130,50;123,00;220,80;105
3064;16;231;131,00;123,00;218,70;105
3065;17;133;124,00;127,00;214,30;105
3066;18;116;120,00;130,00;209,50;105
3067;19;154;123,00;124,00;207,10;105
3068;20;171;117,50;130,00;204,00;105
3069;21;170;120,00;124,50;202,60;105
3070;22;212;132,00;113,50;201,90;105
3071;23;181;119,50;123,50;196,40;105
3072;24;111;117,00;120,50;187,00;105
3073;25;49;127,00;111,50;184,30;105
3074;26;98;121,00;114,50;182,40;105
3075;27;34;119,50;114,50;178,70;105
3076;28;87;117,50;113,50;173,80;105
3077;29;13;121,50;105,50;161,60;105
3078;30;245;121,50;102,50;157,70;105
3079;1;236;197,50;206,50;398,30;106
3080;2;133;199,00;203,50;396,00;106
3081;3;136;195,50;206,50;393,90;106
3082;4;154;193,50;205,50;390,80;106
3083;5;93;194,50;198,50;382,60;106
3084;6;68;187,50;205,50;380,60;106
3085;7;98;195,50;196,50;379,90;106
3086;8;171;188,50;203,50;376,90;106
3087;9;31;186,00;202,50;375,70;106
3088;10;49;190,50;197,50;373,60;106
3089;11;77;191,50;194,00;370,60;106
3090;12;226;185,50;197,00;367,00;106
3091;13;113;189,50;191,00;364,60;106
3092;14;210;186,00;192,00;361,60;106
3093;15;21;186,00;191,50;361,50;106
3094;16;212;192,00;185,00;360,90;106
3095;17;231;185,00;190,00;356,50;106
3096;18;15;182,00;190,50;351,00;106
3097;19;88;180,00;190,50;349,60;106
3098;20;162;178,50;190,00;343,20;106
3099;21;57;179,00;183,00;341,40;106
3100;22;123;180,00;181,50;340,30;106
3101;23;183;176,50;185,00;339,80;106
3102;24;135;181,50;176,50;335,10;106
3103;25;170;175,50;179,50;332,00;106
3104;26;152;175,50;177,00;327,00;106
3105;27;111;172,00;177,50;324,40;106
3106;28;144;172,00;178,00;324,00;106
3107;29;151;174,00;166,00;314,00;106
3108;30;131;173,00;166,50;310,90;106
3109;1;136;207,00;209,50;412,30;107
3110;2;236;207,50;200,00;400,50;107
3111;3;98;205,50;201,50;396,90;107
3112;4;68;201,50;202,50;396,30;107
3113;5;154;200,50;200,00;393,60;107
3114;6;88;195,00;203,50;389,70;107
3115;7;226;195,00;198,50;383,70;107
3116;8;133;196,50;196,50;383,10;107
3117;9;93;194,50;196,50;380,20;107
3118;10;31;195,50;194,00;377,90;107
3119;11;49;197,00;192,50;377,40;107
3120;12;171;193,00;195,50;375,70;107
3121;13;21;196,50;192,50;375,30;107
3122;14;212;191,50;195,00;373,80;107
3123;15;231;192,50;189,00;366,80;107
3124;16;77;188,50;190,00;362,20;107
3125;17;15;186,00;185,00;352,20;107
3126;18;162;188,50;185,00;351,70;107
3127;19;113;184,00;185,50;350,40;107
3128;20;135;180,50;187,50;350,10;107
3129;21;210;180,50;186,50;344,90;107
3130;22;108;183,00;180,50;343,20;107
3131;23;111;182,50;180,50;340,60;107
3132;24;5;181,00;180,00;340,20;107
3133;25;183;182,00;180,50;339,50;107
3134;26;123;176,50;181,00;334,50;107
3135;27;57;176,00;171,50;321,50;107
3136;28;116;180,50;166,50;319,40;107
3137;29;245;176,50;166,50;314,10;107
3138;30;4;177,00;162,00;308,80;107
3139;1;3;142,00;138,00;283,50;108
3140;2;93;136,50;138,50;281,50;108
3141;3;154;139,00;134,00;278,40;108
3142;4;77;134,00;140,00;277,70;108
3143;5;133;139,00;132,50;273,20;108
3144;6;210;137,50;134,00;269,70;108
3145;7;136;138,00;131,00;268,70;108
3146;8;236;133,50;132,00;261,90;108
3147;9;76;131,00;134,00;259,00;108
3148;10;68;133,50;131,50;257,50;108
3149;11;5;133,00;129,50;253,50;108
3150;12;21;132,00;131,50;252,80;108
3151;13;88;128,50;132,50;251,80;108
3152;14;31;137,50;124,00;251,70;108
3153;15;98;132,50;128,50;249,30;108
3154;16;226;129,50;129,00;245,80;108
3155;17;138;131,50;125,50;245,10;108
3156;17;135;129,50;127,50;245,10;108
3157;19;123;131,00;128,00;243,70;108
3158;20;114;131,50;123,50;238,00;108
3159;21;181;130,50;126,50;237,60;108
3160;22;165;129,00;119,50;226,80;108
3161;23;152;126,00;123,50;226,60;108
3162;24;183;127,50;119,50;224,10;108
3163;25;170;125,50;122,00;224,00;108
3164;26;111;125,50;118,00;215,80;108
3165;27;57;126,00;117,00;214,40;108
3166;28;151;126,00;114,50;209,90;108
3167;29;15;126,50;115,50;206,10;108
3168;30;212;125,00;112,50;203,00;108
3169;1;93;134,00;134,00;266,40;109
3170;2;136;131,00;132,00;254,40;109
3171;3;98;128,50;132,50;251,30;109
3172;4;77;127,50;132,50;250,00;109
3173;5;236;125,50;133,00;249,30;109
3174;6;154;128,50;129,50;247,90;109
3175;7;3;127,50;131,00;246,80;109
3176;8;133;123,00;133,50;243,70;109
3177;9;88;121,50;134,50;241,80;109
3178;10;68;125,00;131,00;241,30;109
3179;11;226;120,50;133,50;238,20;109
3180;12;21;123,50;128,50;232,10;109
3181;12;13;123,50;128,50;232,10;109
3182;14;165;123,50;128,50;231,10;109
3183;15;15;127,00;124,50;229,70;109
3184;16;114;124,00;123,50;223,50;109
3185;16;162;120,00;130,00;223,50;109
3186;18;76;123,00;125,50;222,80;109
3187;19;11;128,00;118,50;220,20;109
3188;20;139;116,50;128,00;219,10;109
3189;21;152;120,00;124,50;218,10;109
3190;22;113;121,00;124,50;217,90;109
3191;23;57;119,50;124,00;216,80;109
3192;24;135;119,00;124,50;215,80;109
3193;25;144;125,50;119,00;215,60;109
3194;26;231;121,50;122,00;213,30;109
